locus,mf,condition,Growth rate (h-1)
b3805,4.923020184554615e-05,Glucose,0.58
b3802,4.2197315867610994e-05,Glucose,0.58
b0750,9.103680182549417e-05,Glucose,0.58
b0529,0.0003743058203812165,Glucose,0.58
b0593,5.352807660983992e-05,Glucose,0.58
b2232,0.0002297409419458825,Glucose,0.58
b1033,0.0002336481008225132,Glucose,0.58
b2914,0.00041025168204621783,Glucose,0.58
b0772,0.00041025168204621783,Glucose,0.58
b1517,1.812921718756622e-05,Glucose,0.58
b2533,0.00027193825781349326,Glucose,0.58
b2499,0.0006095167847543815,Glucose,0.58
b1281,0.00025709105408229646,Glucose,0.58
b2234.2,1.5081633263794349e-05,Glucose,0.58
b2329,0.0002023908298094676,Glucose,0.58
b1189,1.562863550652261e-05,Glucose,0.58
b2366,2.0707942046142425e-05,Glucose,0.58
b0071,0.0007462673454364542,Glucose,0.58
b0854,0.0008009675697092831,Glucose,0.58
b0003,0.00012932695881647465,Glucose,0.58
b3390,0.0002672496671615366,Glucose,0.58
b3670,7.736174575728681e-05,Glucose,0.58
b0870,7.462673454364542e-05,Glucose,0.58
b3020,1.863714784152823e-05,Glucose,0.58
b1246,3.469557082448015e-05,Glucose,0.58
b0860,0.0016253780926783464,Glucose,0.58
b4226,0.0010666543733201638,Glucose,0.58
b0733,0.0001301083905918006,Glucose,0.58
b0431,0.0004610447474424168,Glucose,0.58
b3081,2.0121868214647822e-05,Glucose,0.58
b2962,0.00024419742978941595,Glucose,0.58
b2659,1.3518769713142068e-05,Glucose,0.58
b0643,6.56402691273949e-05,Glucose,0.58
mdoB,4.297874764293713e-05,Glucose,0.58
b3487,4.493232708125247e-05,Glucose,0.58
b0570,7.579888220663463e-05,Glucose,0.58
b2217,0.0004258803175527406,Glucose,0.58
b0819,0.0007501745043130849,Glucose,0.58
b1056,0.00028365973444338536,Glucose,0.58
b3866,0.00014495559432299744,Glucose,0.58
b1706,2.4615100922773123e-05,Glucose,0.58
b3614,2.879576092076786e-05,Glucose,0.58
b4376,0.001433927307723446,Glucose,0.58
b0965,0.00017582214944837957,Glucose,0.58
b3153,3.516442988967582e-05,Glucose,0.58
b3697,9.846040369109249e-05,Glucose,0.58
b3713,0.00022270805596794706,Glucose,0.58
b0219,4.1025168204621775e-05,Glucose,0.58
b0947,5.587237193581825e-05,Glucose,0.58
b3279,0.00011018188032098459,Glucose,0.58
b0123,0.0003789944110331731,Glucose,0.58
b3209,0.00018988792140424955,Glucose,0.58
b0595,5.11837812838615e-05,Glucose,0.58
b3193,0.00013909485600805142,Glucose,0.58
b0683,0.0007071957566701472,Glucose,0.58
b0126,0.0005938881492478587,Glucose,0.58
b0760,8.205033640924364e-05,Glucose,0.58
b3917,0.00032234060732202894,Glucose,0.58
b1857,9.494396070212477e-05,Glucose,0.58
b2527,0.00011018188032098459,Glucose,0.58
b3102,2.5943534940827524e-05,Glucose,0.58
b1778,0.0001301083905918006,Glucose,0.58
b1435,1.2815481115348526e-05,Glucose,0.58
b3396,1.8715291019060825e-05,Glucose,0.58
b0814,0.0027037539426284043,Glucose,0.58
b1641,0.0014261129899701863,Glucose,0.58
b2074,3.6414720730197624e-05,Glucose,0.58
b2924,0.0005704451959880746,Glucose,0.58
b3181,0.00027975257556675466,Glucose,0.58
b2741,5.391879249750299e-05,Glucose,0.58
b0143,1.5120704852560601e-05,Glucose,0.58
b3985,0.00394623046539696,Glucose,0.58
b3231,0.0032663848208632214,Glucose,0.58
b2606,0.00046885906519567825,Glucose,0.58
b2183,0.00025318389520566576,Glucose,0.58
b3560,0.000373915104493553,Glucose,0.58
b1739,0.0003586771848746937,Glucose,0.58
b2426,2.1958232886664226e-05,Glucose,0.58
b0775,9.181823360082021e-05,Glucose,0.58
b0628,0.0001023675625677232,Glucose,0.58
b1662,0.00011330760742228839,Glucose,0.58
b3844,0.00010940044854565864,Glucose,0.58
b3428,8.126890463391752e-05,Glucose,0.58
b0677,7.50174504313085e-05,Glucose,0.58
b0675,0.00022309877185561048,Glucose,0.58
b3564,1.6370995693082404e-05,Glucose,0.58
b1780,0.0004571375885657862,Glucose,0.58
b3431,5.274664483451378e-05,Glucose,0.58
b4035,2.3169452138419784e-05,Glucose,0.58
b3749,6.485883735206877e-06,Glucose,0.58
b3566,2.17628749428327e-05,Glucose,0.58
b2143,5.235592894685071e-05,Glucose,0.58
b0125,0.0001672263999197913,Glucose,0.58
b2066,3.0358624471420134e-05,Glucose,0.58
b2235,0.00012659194760283334,Glucose,0.58
b4244,0.0021137729522571836,Glucose,0.58
b4254,0.00019262293261789083,Glucose,0.58
b4013,0.0006212382613842737,Glucose,0.58
b0120,0.00035047215123376884,Glucose,0.58
b3038,0.00011252617564696244,Glucose,0.58
b2091,3.110098465797993e-05,Glucose,0.58
b0078,0.00017855716066202088,Glucose,0.58
b3455,3.735243886058905e-05,Glucose,0.58
b1247,1.3753199245739857e-05,Glucose,0.58
b1034,4.180659997994792e-05,Glucose,0.58
b3933,3.9853020541632664e-05,Glucose,0.58
b2113,0.00034070425404219304,Glucose,0.58
b3741,3.770408315948578e-05,Glucose,0.58
b2529,0.0008439463173522197,Glucose,0.58
b3605,4.1025168204621775e-05,Glucose,0.58
b2287,4.962091773320922e-05,Glucose,0.58
b3731,0.0009885111957875499,Glucose,0.58
b4154,1.562863550652261e-05,Glucose,0.58
b1378,5.470022427282913e-05,Glucose,0.58
b2034,0.0001930136485055543,Glucose,0.58
b0163,0.0001668356840321288,Glucose,0.58
gluQ,1.0744686910734328e-05,Glucose,0.58
b0110,2.223173400802836e-05,Glucose,0.58
b2430,4.454161119358941e-06,Glucose,0.58
b3838,7.736174575728681e-05,Glucose,0.58
b1743,5.0011633620872295e-05,Glucose,0.58
b3210,2.8248758678039596e-05,Glucose,0.58
b0598,0.00017543143356071615,Glucose,0.58
b0742,0.00025318389520566576,Glucose,0.58
b1128,0.00022661521484457775,Glucose,0.58
b2513,0.00014573702609832338,Glucose,0.58
b1703,5.8998099037122795e-05,Glucose,0.58
b1647,6.446812146440568e-05,Glucose,0.58
b4067,1.5511420740223668e-05,Glucose,0.58
b3830,0.0001301083905918006,Glucose,0.58
b1905,0.0004063445231695871,Glucose,0.58
b1000,2.922554839719727e-05,Glucose,0.58
b0525,0.00027115682603816733,Glucose,0.58
b3349,0.0026568680361088374,Glucose,0.58
b0492,0.0005548165604815518,Glucose,0.58
b3053,1.7425928589772675e-05,Glucose,0.58
b0437,0.001324526859177794,Glucose,0.58
b1482,0.0007423601865598234,Glucose,0.58
b3064,4.6495190631904754e-05,Glucose,0.58
b0918,9.767897191576655e-05,Glucose,0.58
b2742,8.94739382748419e-05,Glucose,0.58
b3631,1.3518769713142068e-05,Glucose,0.58
b0948,5.1965213059187644e-05,Glucose,0.58
b1860,5.665380371114439e-05,Glucose,0.58
b3397,7.697102986962373e-05,Glucose,0.58
b0416,0.00011018188032098459,Glucose,0.58
b2567,0.00010822830088266924,Glucose,0.58
b1120,0.0001027582784553857,Glucose,0.58
b3202,0.00010432114200603854,Glucose,0.58
b3649,0.0006056096258777508,Glucose,0.58
b2101,1.1838691396190848e-05,Glucose,0.58
b0080,3.649286390773023e-05,Glucose,0.58
b4147,0.0023950883913745925,Glucose,0.58
b4203,0.003563328895487149,Glucose,0.58
b3986,0.004923020184554615,Glucose,0.58
b3637,0.0005704451959880746,Glucose,0.58
b3302,0.0003508628671214323,Glucose,0.58
b4371,0.00016214709338017213,Glucose,0.58
b4049,4.72766224072309e-05,Glucose,0.58
b2171,0.0004923020184554615,Glucose,0.58
b2581,0.000275845416690124,Glucose,0.58
b0173,2.0317226158479353e-05,Glucose,0.58
b0596,2.4107170268811113e-05,Glucose,0.58
b3974,6.485883735206877e-05,Glucose,0.58
b2315,0.00010744686910734329,Glucose,0.58
b0369,0.00010158613079239724,Glucose,0.58
b0827,0.0001539420597392473,Glucose,0.58
b0052,4.180659997994792e-05,Glucose,0.58
b1277,4.376017941826327e-05,Glucose,0.58
b0415,0.0007697102986962375,Glucose,0.58
b2927,2.7037539426284137e-05,Glucose,0.58
b2168,1.2346622050152861e-05,Glucose,0.58
b3416,3.285920615246375e-05,Glucose,0.58
b0331,4.72766224072309e-06,Glucose,0.58
b4239,1.5941208216653083e-06,Glucose,0.58
b1725,4.1025168204621775e-05,Glucose,0.58
b4268,2.008279662588157e-06,Glucose,0.58
b3752,1.3714127656973606e-05,Glucose,0.58
b1623,5.977953081244895e-05,Glucose,0.58
b0469,0.00039462304653969596,Glucose,0.58
b2518,0.001168240504112566,Glucose,0.58
b0171,0.0001195590616248979,Glucose,0.58
b2024,0.00035750503721170424,Glucose,0.58
b2023,0.00022114519241729516,Glucose,0.58
b0386,0.0001000232672417444,Glucose,0.58
b2797,1.1838691396190848e-05,Glucose,0.58
b2965,4.415089530592634e-05,Glucose,0.58
b2319,0.00010744686910734329,Glucose,0.58
b3770,0.000578259513741336,Glucose,0.58
b1919,0.0002246616354062624,Glucose,0.58
b1487,5.899809903712281e-06,Glucose,0.58
b1492,2.207544765296317e-05,Glucose,0.58
b2937,0.0002789711437914287,Glucose,0.58
b3616,4.376017941826327e-05,Glucose,0.58
b1087,0.0003289827774123009,Glucose,0.58
b2525,0.00021880089709131636,Glucose,0.58
b3945,1.3440626535609474e-05,Glucose,0.58
b3365,1.8324575131397754e-06,Glucose,0.58
b0599,0.00018441789897696693,Glucose,0.58
b1847,0.00014417416254767053,Glucose,0.58
b1928,0.0001617563774925087,Glucose,0.58
ygiM,4.0634452316958706e-05,Glucose,0.58
gpmB,5.704451959880745e-05,Glucose,0.58
iciA,0.0001355784130190832,Glucose,0.58
grcA,8.322248407223287e-05,Glucose,0.58
b4351,7.423601865598235e-06,Glucose,0.58
b3300,0.0002047351251354464,Glucose,0.58
b3005,3.7039866150458575e-05,Glucose,0.58
b3609,0.0018715291019060826,Glucose,0.58
b3868,4.376017941826327e-05,Glucose,0.58
b2079,4.962091773320922e-05,Glucose,0.58
b3912,0.0001590213662788674,Glucose,0.58
b1608,4.2197315867610994e-05,Glucose,0.58
b3650,7.111029155467778e-06,Glucose,0.58
b0571,0.00015276991207625887,Glucose,0.58
b3025,1.1252617564696244e-05,Glucose,0.58
b2266,0.0005313736072217684,Glucose,0.58
b0710,0.0007540816631897156,Glucose,0.58
b1414,4.610447474424169e-05,Glucose,0.58
b1864,0.0001355784130190832,Glucose,0.58
b3029,4.5713758856578623e-05,Glucose,0.58
b3200,0.00014104843544636672,Glucose,0.58
b2516,0.0003618029119759984,Glucose,0.58
b2745,5.8998099037122795e-05,Glucose,0.58
b2900,5.391879249750299e-05,Glucose,0.58
b1340,7.89246093079391e-06,Glucose,0.58
b3028,6.329597380141648e-05,Glucose,0.58
b0761,2.473231568907197e-05,Glucose,0.58
b1729,0.0007032885977935164,Glucose,0.58
b1908,0.0001301083905918006,Glucose,0.58
b1929,6.720313267804718e-06,Glucose,0.58
b3812,4.336946353060019e-05,Glucose,0.58
b0207,1.7269642234707486e-05,Glucose,0.58
b2806,3.309363568506162e-05,Glucose,0.58
b4352,3.80557274583825e-05,Glucose,0.58
b3499,6.251454202609034e-05,Glucose,0.58
b0594,3.535978783350735e-05,Glucose,0.58
b3816,6.56402691273949e-05,Glucose,0.58
b4242,4.2197315867610994e-05,Glucose,0.58
b0199,0.00026685895127387323,Glucose,0.58
b3611,0.00013870414012038794,Glucose,0.58
b3070,8.126890463391752e-05,Glucose,0.58
b4142,0.000996325513540819,Glucose,0.58
b3414,0.000511837812838615,Glucose,0.58
b2821,3.399228222668662e-05,Glucose,0.58
b3356,4.1025168204621775e-05,Glucose,0.58
b2936,7.892460930793908e-05,Glucose,0.58
b0092,0.00010861901677033173,Glucose,0.58
b2708,1.207312092878873e-05,Glucose,0.58
b1209,3.907158876630652e-05,Glucose,0.58
b1782,0.0006017024670011202,Glucose,0.58
b0178,0.0009416252892679864,Glucose,0.58
b2016,6.29052579137534e-05,Glucose,0.58
b1325,2.30131657833545e-05,Glucose,0.58
b2175,0.00024302528212642648,Glucose,0.58
b3702,2.2583378306925178e-05,Glucose,0.58
b3701,0.00015159776441326945,Glucose,0.58
b2159,4.180659997994792e-05,Glucose,0.58
b4059,0.0004454161119358941,Glucose,0.58
b0912,0.00036961722972925985,Glucose,0.58
b3019,6.798456445337332e-05,Glucose,0.58
b1187,3.2468490264800675e-05,Glucose,0.58
b4396,2.191916129789798e-05,Glucose,0.58
b1642,8.322248407223287e-05,Glucose,0.58
b4135,7.384530276831928e-05,Glucose,0.58
b2837,1.5511420740223668e-05,Glucose,0.58
b2531,0.0008634821117353733,Glucose,0.58
b2684,0.000144564878435334,Glucose,0.58
b1618,1.957486597191956e-05,Glucose,0.58
b4171,1.824643195386516e-05,Glucose,0.58
b3167,0.00015042561675028006,Glucose,0.58
b3301,0.0006759384856571026,Glucose,0.58
b3315,0.00394623046539696,Glucose,0.58
b3936,0.0004141588409228484,Glucose,0.58
b3166,1.7425928589772675e-05,Glucose,0.58
b1133,0.0001328434018054419,Glucose,0.58
b2608,0.00010353971023071259,Glucose,0.58
b4180,8.087818874625445e-05,Glucose,0.58
b2594,9.416252892679862e-05,Glucose,0.58
b1584,1.2815481115348526e-05,Glucose,0.58
b2318,8.947393827484188e-06,Glucose,0.58
b4243,0.0008165962052158058,Glucose,0.58
b0954,0.00025396532698099267,Glucose,0.58
b0180,0.0005430950838516606,Glucose,0.58
b1412,0.00011252617564696244,Glucose,0.58
b1271,5.7825951374133597e-05,Glucose,0.58
b2842,9.103680182549416e-06,Glucose,0.58
b2564,0.00011018188032098459,Glucose,0.58
b1870,0.0001000232672417444,Glucose,0.58
b0425,5.548165604815517e-06,Glucose,0.58
b3041,5.6263087823481316e-05,Glucose,0.58
b3429,0.00011330760742228839,Glucose,0.58
b2240,1.7425928589772675e-05,Glucose,0.58
b1896,6.915671211636253e-05,Glucose,0.58
b1199,1.3870414012038795e-05,Glucose,0.58
b2167,6.446812146440568e-05,Glucose,0.58
b2093,0.0004258803175527406,Glucose,0.58
b2094,0.0006212382613842737,Glucose,0.58
b3579,2.223173400802836e-06,Glucose,0.58
b0910,0.00015237919618859538,Glucose,0.58
b0238,0.00037196152505523765,Glucose,0.58
b0522,5.8216667261796665e-05,Glucose,0.58
b4328,5.938881492478588e-05,Glucose,0.58
b0651,3.145262895687676e-05,Glucose,0.58
b0030,8.947393827484188e-06,Glucose,0.58
b3389,7.697102986962373e-05,Glucose,0.58
b1704,7.540816631897156e-05,Glucose,0.58
b2472,1.9692080738218496e-05,Glucose,0.58
b2025,0.00018949720551658607,Glucose,0.58
b2838,0.00021723803354066446,Glucose,0.58
b1059,0.00021567516999001157,Glucose,0.58
b0121,0.00021762874942832694,Glucose,0.58
b3225,1.723057064594114e-05,Glucose,0.58
b3454,3.743058203812165e-05,Glucose,0.58
b1126,6.954742800402551e-05,Glucose,0.58
b1297,4.2197315867610994e-05,Glucose,0.58
b2129,2.6295179239724254e-05,Glucose,0.58
b3888,3.22340607322029e-05,Glucose,0.58
b3463,3.9462304653969596e-05,Glucose,0.58
b0890,3.133541419057781e-05,Glucose,0.58
b1174,0.0001363598447944101,Glucose,0.58
b0922,1.762128653360421e-05,Glucose,0.58
b3361,4.2197315867610994e-05,Glucose,0.58
b0684,0.0011057259620864711,Glucose,0.58
b0758,3.87199444674097e-05,Glucose,0.58
b2799,1.090097326579952e-05,Glucose,0.58
b0973,4.883948595788308e-07,Glucose,0.58
b1300,3.9853020541632664e-05,Glucose,0.58
b1380,0.0001340155494684313,Glucose,0.58
b2584,1.094004485456577e-05,Glucose,0.58
b0304,5.6653803711144384e-06,Glucose,0.58
b4162,6.876599622869947e-05,Glucose,0.58
b0980,2.7701756435311337e-06,Glucose,0.58
b0220,0.0001863714784152823,Glucose,0.58
b3448,1.156519027482672e-05,Glucose,0.58
b3554,0.0002852225979940373,Glucose,0.58
b2299,0.00018715291019060824,Glucose,0.58
mdoH,5.313736072217685e-05,Glucose,0.58
wecB,3.188241643330607e-05,Glucose,0.58
mdoD,3.7899441103317315e-05,Glucose,0.58
mtnN,0.00034382998114349683,Glucose,0.58
b1117,8.244105229690672e-05,Glucose,0.58
b4350,3.6610078674029162e-06,Glucose,0.58
b0127,6.095167847543816e-05,Glucose,0.58
b0914,6.329597380141648e-05,Glucose,0.58
b3836,0.00015511420740223672,Glucose,0.58
b3006,0.0001394855718957139,Glucose,0.58
b2568,3.4226711759284493e-05,Glucose,0.58
b0409,0.00010666543733201641,Glucose,0.58
b2829,2.29350226058219e-05,Glucose,0.58
b2216,2.1176801111338086e-05,Glucose,0.58
b4354,6.993814389168858e-06,Glucose,0.58
b0694,9.72882560281031e-06,Glucose,0.58
b0581,1.4378344666000803e-05,Glucose,0.58
b0905,0.00018598076252761882,Glucose,0.58
b1179,9.259966537614635e-06,Glucose,0.58
b1258,3.250756185356703e-05,Glucose,0.58
b1536,1.0041398312940786e-05,Glucose,0.58
b1668,1.6644496814446535e-05,Glucose,0.58
b1787,5.0793065396198425e-05,Glucose,0.58
b1846,7.384530276831928e-05,Glucose,0.58
b2080,3.008512335005601e-05,Glucose,0.58
b2922,0.00016370995693082405,Glucose,0.58
b3024,0.00015159776441326945,Glucose,0.58
b3858,0.0001668356840321288,Glucose,0.58
b0573,0.002340388167101757,Glucose,0.58
b2794,1.2424765227685456e-05,Glucose,0.58
b2105,3.239034708726808e-05,Glucose,0.58
b3170,6.56402691273949e-05,Glucose,0.58
b4234,2.30131657833545e-05,Glucose,0.58
b3042,0.00011096331209631053,Glucose,0.58
b3928,0.0006759384856571026,Glucose,0.58
b2494,6.173311025076429e-05,Glucose,0.58
b2209,2.5279317931800325e-05,Glucose,0.58
b3228,4.180659997994792e-05,Glucose,0.58
b0686,3.75477968044205e-05,Glucose,0.58
b0766,6.876599622869947e-05,Glucose,0.58
b2300,0.00011799619807424601,Glucose,0.58
b2304,2.0160939803414164e-05,Glucose,0.58
b2951,3.4734642413246503e-05,Glucose,0.58
b3439,1.3831342423272544e-05,Glucose,0.58
b3527,4.180659997994792e-05,Glucose,0.58
b3183,0.0001172147662989191,Glucose,0.58
b1298,2.0668870457376174e-05,Glucose,0.58
b0967,4.962091773320922e-05,Glucose,0.58
b0424,4.962091773320922e-05,Glucose,0.58
b2475,2.574817699699599e-05,Glucose,0.58
b3150,9.767897191576655e-05,Glucose,0.58
b3106,5.548165604815517e-06,Glucose,0.58
b3826,0.00016449138870614998,Glucose,0.58
b1068,8.556677939821118e-06,Glucose,0.58
b2750,0.00012073120928788729,Glucose,0.58
b3493,7.2282439217667e-05,Glucose,0.58
b1656,0.0005821666726179667,Glucose,0.58
b1646,3.9462304653969596e-05,Glucose,0.58
b4207,0.0006290525791375341,Glucose,0.58
b0902,3.453928446941497e-05,Glucose,0.58
b2592,7.384530276831928e-05,Glucose,0.58
b2301,3.0124194938822258e-05,Glucose,0.58
b3592,9.299038126380941e-05,Glucose,0.58
b3781,0.001601935139418568,Glucose,0.58
b2727,4.844877007022001e-06,Glucose,0.58
b1766,2.29350226058219e-05,Glucose,0.58
b1886,5.89980990371228e-07,Glucose,0.58
b1661,2.0200011392180415e-05,Glucose,0.58
b1190,6.993814389168858e-06,Glucose,0.58
b2040,0.0001613656616048462,Glucose,0.58
b3506,7.50174504313085e-05,Glucose,0.58
b3524,7.736174575728682e-06,Glucose,0.58
b3552,4.962091773320922e-05,Glucose,0.58
b0577,1.1487047097294125e-05,Glucose,0.58
b1252,1.8207360365098812e-05,Glucose,0.58
b4478,2.574817699699599e-06,Glucose,0.58
b1664,2.3599239614849103e-05,Glucose,0.58
b0434,0.0006212382613842737,Glucose,0.58
b0465,5.430950838516607e-06,Glucose,0.58
b1100,8.322248407223286e-06,Glucose,0.58
b2733,2.402902709127852e-05,Glucose,0.58
b0687,0.00017855716066202088,Glucose,0.58
b0259,1.4339273077234461e-05,Glucose,0.58
b3068,2.918647680843093e-05,Glucose,0.58
b2892,2.090329998997396e-06,Glucose,0.58
b2948,5.509094016049211e-05,Glucose,0.58
b3938,7.775246164494988e-05,Glucose,0.58
b3222,1.2815481115348527e-06,Glucose,0.58
b0817,1.695706952457701e-05,Glucose,0.58
b0413,2.3560168026082853e-05,Glucose,0.58
b0272,6.681241679038411e-06,Glucose,0.58
b1204,0.0001000232672417444,Glucose,0.58
b3316,0.0012815481115348523,Glucose,0.58
b3065,0.001562863550652261,Glucose,0.58
b2607,2.2388020363093644e-05,Glucose,0.58
b0058,1.90278637291913e-05,Glucose,0.58
b1267,0.0001062747214443539,Glucose,0.58
b3247,3.051491082648533e-05,Glucose,0.58
b3255,0.00027818971201610187,Glucose,0.58
b2844,5.079306539619843e-06,Glucose,0.58
b3125,5.235592894685071e-06,Glucose,0.58
b0774,4.2588031755274055e-05,Glucose,0.58
b3177,4.415089530592634e-05,Glucose,0.58
b2262,0.00011447975508527779,Glucose,0.58
b0783,3.575050372117043e-05,Glucose,0.58
b1638,5.0011633620872295e-05,Glucose,0.58
b0025,3.6024004842534555e-05,Glucose,0.58
b2436,2.5787248585762237e-05,Glucose,0.58
b0414,5.0793065396198425e-05,Glucose,0.58
b1927,3.9853020541632664e-05,Glucose,0.58
b1850,0.0005235592894685072,Glucose,0.58
b4305,1.2815481115348527e-06,Glucose,0.58
b0271,9.72882560281031e-06,Glucose,0.58
b2587,3.7938512692083566e-05,Glucose,0.58
b3128,3.2702919797398562e-06,Glucose,0.58
b3925,4.336946353060019e-05,Glucose,0.58
b3526,0.00012034049340022385,Glucose,0.58
b1516,2.0278154569713103e-05,Glucose,0.58
b3571,1.1291689153462589e-05,Glucose,0.58
b2415,0.0014651845787364934,Glucose,0.58
b4111,9.533467658978774e-05,Glucose,0.58
b3204,0.0001000232672417444,Glucose,0.58
b4167,1.70352127021096e-05,Glucose,0.58
b3648,6.681241679038413e-05,Glucose,0.58
b1098,3.137448577934416e-05,Glucose,0.58
b2502,1.1604261863593063e-05,Glucose,0.58
b2954,9.220894948848328e-05,Glucose,0.58
b3607,7.579888220663463e-05,Glucose,0.58
b1767,0.00013323411769310535,Glucose,0.58
b0268,9.025537005016803e-06,Glucose,0.58
b2290,2.9655335873626593e-05,Glucose,0.58
b2379,2.7897114379142873e-05,Glucose,0.58
b1748,1.2541979993984394e-05,Glucose,0.58
b0809,0.00012073120928788729,Glucose,0.58
b0828,1.4495559432299746e-05,Glucose,0.58
b1329,2.617796447342531e-05,Glucose,0.58
b2677,8.244105229690673e-06,Glucose,0.58
b1441,5.743523548647053e-06,Glucose,0.58
b3613,1.7113355879642203e-05,Glucose,0.58
b3893,8.90832223871788e-07,Glucose,0.58
b3608,7.697102986962373e-05,Glucose,0.58
b2281,3.907158876630652e-05,Glucose,0.58
b1650,2.5396532698099263e-05,Glucose,0.58
b0886,3.133541419057781e-05,Glucose,0.58
b0887,2.535746110933292e-05,Glucose,0.58
b0240,0.00019887438682050036,Glucose,0.58
b4037,4.962091773320922e-05,Glucose,0.58
b1610,4.2197315867610985e-06,Glucose,0.58
b0865,0.0001652728204814769,Glucose,0.58
b3097,4.532304296891555e-05,Glucose,0.58
lasT,1.140890391976153e-05,Glucose,0.58
engB,0.00018598076252761882,Glucose,0.58
JW58,1.1487047097294125e-05,Glucose,0.58
ygdL,8.830179061185267e-06,Glucose,0.58
b2685,1.2268478872620264e-05,Glucose,0.58
